,Unnamed: 0,ticker,date,type,market_cap,d1dv,d2dv,d3dv,d1_i,d1_ah,d1_all,d2_i,d2_ah,d3_i,working_capital,1d_all_z,d1_all_z
139,139,MRK,2018-10-23,CS,182120557785.0,831229657.9887999,1046379715.9893,1428044708.0856,-0.000831,-0.003883,-0.004712,-0.017822,-0.051035,0.045115,199773000.0,-0.29212663933956645,-0.34913391709490327
140,140,JAZZ,2018-10-27,CS,9484151527.0,61126211.6166,68727461.4312,123234284.8464,-0.021254,0.001695,-0.019594,0.012499,0.011573,0.009471,21340000000.0,-1.093884633632146,-1.0976320230405516
141,141,TXMD,2018-10-28,CS,2162886930.0,58403580.0776,30774444.636000004,16761060.262400001,-0.095057,-0.033613,-0.125475,0.073913,0.026316,-0.035503,80863000.0,-2.591890528359973,-2.994836273994642
142,142,SNY,2018-10-28,ADRC,106950772666.0,92057105.9085,185987508.2982,82314548.70580001,-0.009138,0.005439,-0.003749,0.016698,0.038399,-0.003787,1676400000.0,-0.06985944710612257,-0.14849497932540268
143,143,REGN,2018-10-28,CS,36115096304.0,317912366.583,370641147.55009997,303851154.7488,-0.021111,-0.000952,-0.022042,0.011433,0.015072,-0.016182,181629000.0,-0.25282180780235275,-0.28976060400011494
144,144,MRK,2018-10-30,CS,184065534616.0,1369904321.28,1170531473.8845,1014826088.4320999,0.01646,0.00741,0.023992,0.002724,0.002581,-0.009214,282788000.0,1.7746182198883116,0.720987596388528
145,145,TRVN,2018-11-02,CS,116791479.0,17939588.3649,4409141.9611,2524621.9284,-0.323905,0.014227,-0.314286,-0.07625,-0.037739,-0.03125,760619000.0,-2.171404487636204,-4.546711836384906
146,146,ACRX,2018-11-03,CS,572729203.0,49994770.822399996,20283459.1568,19851070.8264,-0.125,-0.032787,-0.153689,-0.05569,0.007692,-0.096692,353397000.0,-1.8820342823179417,-2.3595542583660785
147,147,EYPT,2018-11-05,CS,78307699.0,1122498.2649,1226532.5985,584370.4592,-0.079681,-0.004329,-0.083665,0.008696,-0.008621,0.021739,508303000.0,-1.2882659581273939,-1.3200582666656264
148,148,MRK,2018-11-09,CS,189092163048.0,1101603998.1195,1046300022.41,1180215304.623,-0.013182,0.003607,-0.009623,-0.005857,0.007096,-0.00811,21340000000.0,-1.1744173809036444,-1.3422058008981854
149,149,TBPH,2018-11-13,CS,1814454312.0,4715153.510100001,6820472.3093,4435102.6195,-0.046845,0.008936,-0.038328,-0.010064,-0.002847,0.039152,946803000.0,-1.2813467409094939,-1.269302814993285
150,150,MNK,2018-11-16,CS,,38516436.448,62022543.2184,56083494.571600005,-0.008992,0.022683,0.013487,-0.023447,-0.011032,-0.081365,2079334000.0,0.009037027966982854,-0.043547844298856886
151,151,AQST,2018-11-18,CS,677165512.0,725810.3428,1390960.2079,7802265.7728,-0.018018,-0.009786,-0.027628,-0.1853,0.00834,-0.231579,1963779000.0,-0.024182560465404766,-0.8807467364467598
152,152,LOXO,2018-11-26,CS,,35331943.4004,131361563.37839998,83649856.1577,-0.006829,0.005239,-0.001626,-0.093811,0.024299,0.014458,,0.23726524078847178,0.2051085263643355
153,153,CPRX,2018-11-28,CS,322758022.0,20998227.0426,31273971.136600003,16176642.636,0.046823,-0.047923,-0.003344,-0.07047,-0.093863,0.00996,1755589000.0,-0.06547245271696735,-0.23975817178798486
154,154,ADMA,2018-12-18,CS,785213406.0,1212577.6468,1586440.1755000001,3975219.4628,-0.108889,-0.012469,-0.12,0.063131,-0.346793,-0.167273,-1000540000.0,-1.9995751834611168,-2.6404447964507285
155,155,SAGE,2018-12-19,CS,5474365511.0,42268854.192999996,68769330.2127,78100588.4256,-0.057027,-0.028301,-0.083714,-0.062016,0.009209,-0.041413,207776000.0,-1.3390043221377514,-1.4217704538516254
156,156,MRK,2018-12-28,CS,190380394456.0,950920078.2774,705057714.0264,1089039257.8302002,-0.006721,0.005971,-0.000791,0.007782,-0.014658,0.003985,,-0.045211610095809644,0.10147648031014492
157,157,OCUL,2018-12-28,CS,316399931.0,3208862.8088999996,4137552.594,2176136.3518,0.053571,-0.031477,0.020408,-0.005,-0.015075,0.045918,,1.2565698046977993,1.8982319416647455
158,158,EXEL,2019-01-14,CS,7232843649.0,93846769.26539999,152225644.3708,96678669.6216,-0.028474,0.015748,-0.013175,0.035745,0.000416,-0.046966,293119215.0,-0.954561026341477,-1.1037239899586069
159,159,IMMU,2019-01-18,CS,,408960298.1984,112619427.69,76424582.9376,0.121314,-0.033058,0.084246,0.030303,0.006787,-0.017228,2873106000.0,1.069911250631698,0.8636208316631375
160,160,SNY,2019-01-28,ADRC,105243577234.0,36992048.162700005,31199503.1589,56993689.116000004,0.002871,0.015029,0.017943,0.002115,-0.007505,0.016541,28824500000.0,1.529223680420381,2.6483538100367983
161,161,ALKS,2019-01-31,CS,5315255413.0,28147477.8681,25281405.950000003,37513112.919800006,0.001523,-0.004259,-0.002742,0.010694,-0.035973,0.040452,508303000.0,-0.0336036874509478,-0.10756761458590557
162,162,LCI,2019-02-01,CS,316986392.0,6050806.5374,4355613.5154,11423151.201,-0.016129,0.001366,-0.014785,0.07367,0.002541,0.064639,3671402000.0,-0.43916811751491075,-0.37186871450140335
163,163,EOLS,2019-02-02,CS,1018726190.0,174593888.2002,166002778.1016,72622933.58320001,-0.042056,0.027317,-0.015888,0.226496,0.032907,-0.098201,606742000.0,-0.6860619164542676,-0.48589470438952365
164,164,SNY,2019-02-06,ADRC,108934132066.0,49882239.7776,61618562.3271,39914573.1235,0.002773,-0.001383,0.001387,-0.018925,0.009645,-0.006524,,-0.15479033609993192,-0.23653781632570697
165,165,MTFB,2019-02-13,ADRC,,302215.6632,13402428.046200002,3399382.7504,-0.027043,-0.721949,-0.729469,0.003571,0.088968,-0.120915,78473000.0,-2.8170399298688635,-10.724060755986358
168,168,STML,2019-02-21,CS,,2707101.2322,4265370.4095,8556043.2542,-0.006879,0.0,-0.006879,0.004329,0.007759,0.02053,,-0.7576524359583493,-0.35863489117242153
169,169,INCY,2019-02-24,CS,18742568937.0,143321749.4853,65066277.49999999,86410256.272,0.016259,0.000345,0.01661,-0.013922,-0.005368,0.020648,28824500000.0,0.6909271463343779,0.834139491283151
170,170,REGN,2019-03-11,CS,44313100566.0,357341987.3908,350027912.64239997,406706384.97720003,0.019547,0.003665,0.023283,0.009817,0.004214,-0.024727,28824500000.0,1.1898229892737153,1.3909930885963586
171,171,SAGE,2019-03-19,CS,9195614508.0,41539991.0661,179708906.7452,118821291.24399999,-0.005542,0.018578,0.012932,-0.041132,0.004198,0.031875,128849000.0,0.5915701268839171,0.5011458259030197
172,172,JAZZ,2019-03-20,CS,8210500482.0,135613043.0178,110839168.91260001,115078303.4764,-0.015261,0.021038,0.005456,-0.002566,-0.00147,0.005669,-18692000.0,0.3640488333640371,0.5878483482449313
173,173,LXRX,2019-03-22,CS,923153383.0,20780790.216399997,15474057.2925,6097019.175,-0.216182,-0.040323,-0.247788,-0.048739,0.010601,-0.054196,,-2.622335407821653,-5.271872933500021
174,174,SNY,2019-03-22,ADRC,111118337986.0,122134106.967,28616962.4355,31168945.054899998,-0.00584,-0.002485,-0.008311,-0.00453,0.009784,-0.004281,28824500000.0,-0.7994954496997552,-1.4231472211172345
175,175,REPH,2019-03-24,CS,452990728.0,21326212.418700002,5307600.957,4012500.9231999996,0.154955,-0.015601,0.136937,-0.014263,0.0,-0.027331,1262000000.0,1.5079741284283998,1.2357700259984266
176,176,ADMA,2019-04-02,CS,990817914.0,142468299.0369,17578335.478,6501297.4218,-0.191693,0.019763,-0.175719,-0.007752,0.019531,-0.005747,2873106000.0,-1.9789334375429595,-1.1575838894514159
177,177,MRK,2019-04-11,CS,201671363850.0,793519520.0878,773862724.1856,1037869060.0208,-0.013468,0.002129,-0.011368,-0.007249,-0.001511,-0.009835,21340000000.0,-1.1646137261056304,-1.3605965500736028
178,178,SNY,2019-04-28,ADRC,107000984297.0,120883190.8569,116882441.64799999,31556325.105,0.002312,-0.000231,0.002081,0.008999,-0.00686,-0.000461,157995000.0,-0.03642365883380209,0.04929175057567351
179,179,REGN,2019-04-28,CS,36958233565.0,204961588.79520002,189771257.8328,172205840.70000002,0.002973,-0.001017,0.001953,-0.00192,-0.000291,-0.006559,21340000000.0,0.3744813434122979,0.5344067174896068
180,180,REGN,2019-04-29,CS,37010929644.0,204961588.79520002,189771257.8328,172205840.70000002,0.002973,-0.001017,0.001953,-0.00192,-0.000291,-0.006559,21340000000.0,0.3744813434122979,0.5344067174896068
181,181,HRTX,2019-04-30,CS,2209959493.0,40291865.3358,217574874.4477,68587640.6519,-0.044934,-0.249539,-0.28326,0.090965,0.005634,0.0,21340000000.0,-3.9656317996752137,-7.267565627260205
182,182,NBRV,2019-04-30,ADRC,169592013.0,13179590.731999999,20331495.646,4632565.996800001,0.031034,-0.207358,-0.182759,-0.084388,0.02765,-0.035874,870116000.0,-1.7697899772690893,-5.444280064520191
183,183,SNY,2019-05-01,ADRC,108984343696.0,31556325.105,52221469.985300004,22961560.582999997,-0.000461,-0.001382,-0.001842,0.000231,0.003459,0.003907,-5443765.0,-0.5706637208879312,-0.2623319688123869
184,184,REGN,2019-05-13,CS,32816751942.0,350563812.48,255447346.38939998,238025901.9213,-0.004956,0.003932,-0.001043,-0.005647,-0.008765,0.012916,242751000.0,0.40819037439876954,0.46120918434285346
185,185,BMY,2019-05-20,CS,102791756939.0,513598308.65999997,566211410.5592,438368519.5074,-0.001509,0.005182,0.003665,0.018904,0.000633,0.0059,-25191106.0,0.22618505799513666,0.6208490762198493
186,186,INCY,2019-05-24,CS,18057808021.0,119412718.0512,108299330.40020001,104560616.97510001,0.011883,0.001346,0.013244,-0.001222,-0.003547,-0.047625,28824500000.0,0.48949372116586826,0.6806355732402557
187,187,MRK,2019-06-03,CS,202732260303.0,706896817.9554999,723714733.8117,766788652.3518,0.007659,0.006105,0.01381,0.004087,0.0037,0.003809,,1.0912040100512432,1.3755506672242814
188,188,XERS,2019-06-10,CS,1025107445.0,2521070.0522999996,1508951.3560000001,2363201.32,-0.017921,0.013382,-0.004779,0.002401,0.002395,0.133811,121202000.0,0.3314729915826816,0.37946730252534133
189,189,MRK,2019-06-10,CS,208339855841.0,591971131.5495,615998289.231,885067100.141,-0.002419,0.004971,0.00254,0.001086,0.001928,0.006856,249721000.0,-0.1012097169608435,0.08923227797815922
190,190,MRK,2019-06-17,CS,210411129868.0,509652391.281,919311896.8715999,797881797.7088,0.007255,-0.00084,0.006409,0.015139,-0.002841,0.013175,263168000.0,0.30147808656791236,0.291062657709943
191,191,MRK,2019-06-20,CS,213694856985.0,1011417186.276,1210819191.8074,643873891.1766001,-0.01605,-0.001891,-0.017911,0.00154,0.00473,0.006355,21340000000.0,-2.564420395740274,-2.22089987780465
192,192,AGIO,2019-06-21,CS,2757784309.0,44224616.1328,19510141.031999998,34903530.5574,-0.007622,-0.004529,-0.012116,-0.0364,0.002874,0.015148,16917000.0,-0.4865068892714167,-0.6478984508684728
193,193,PTN,2019-06-23,CS,310002665.0,79041602.4279,16237566.624,8066568.5946,-0.288235,-0.066116,-0.335294,-0.026549,-0.072727,-0.019608,28824500000.0,-6.124031482063187,-2.5406356555777885
194,194,AMAG,2019-06-23,CS,,49308602.6778,24241211.3856,16516857.191100001,-0.084492,-0.016355,-0.099465,0.053444,0.005637,0.034753,21861000.0,-2.9995212454313807,-3.6830407035573205
195,195,ACER,2019-06-25,CS,58958205.0,23806035.4025,6318833.2389,5096554.95,-0.228464,-0.014563,-0.2397,-0.051724,-0.015584,-0.08971,693854000.0,-0.6869526412580382,-0.7798872516514832
196,196,REGN,2019-06-26,CS,32809223931.0,307103154.468,175019566.5348,469413392.07839996,-0.026081,0.003802,-0.022378,0.014466,0.004667,0.002819,-18692000.0,-1.2363098217819706,-1.443530794201241
197,197,SNY,2019-06-26,ADRC,108331592501.0,32383293.7912,46044036.731000006,77867551.49599999,-0.001851,-0.004867,-0.006708,0.003726,0.000232,0.003711,3099821000.0,-0.789543664321063,-0.5211380486659375
198,198,DOVA,2019-06-30,CS,,9968220.094,20939071.5765,12145166.46,0.004213,0.059441,0.063904,0.069967,0.01789,0.071515,3661937000.0,-0.0058122910343185955,0.1227582492595486
199,199,RTRX,2019-06-30,CS,,25131859.9884,9539170.232,3612946.1843999997,-0.05979,-0.006311,-0.065723,-0.011724,0.00346,0.034483,476449000.0,-3.839538309627238,-2.6704001076927915
200,200,KPTI,2019-07-06,CS,665573457.0,53521868.889,49210357.949200004,17461957.4682,-0.047945,-0.004796,-0.052511,-0.039759,-0.018821,-0.003836,18860000000.0,-0.6197909108144009,-0.5205974531506415
201,201,MRK,2019-07-16,CS,206091765738.0,656194474.0428,770575324.845,666699106.7592,0.00332,0.004535,0.00787,-0.000488,0.005981,0.003398,157995000.0,0.6223064124615189,0.7425203669408802
202,202,RMTI,2019-08-02,CS,230217633.0,1458349.7500000002,785761.3554,1266455.3916,-0.057692,-0.012245,-0.069231,-0.012397,0.033473,-0.020243,369405000.0,-0.9109321984169627,-1.159122305016917
203,203,REGN,2019-08-12,CS,31818752735.0,162385934.19509998,188488112.8545,200233187.2138,-0.009275,0.007638,-0.001708,0.022574,-0.009939,-0.027499,21340000000.0,0.0063122967554578285,0.15180876570532675
204,204,KALA,2019-08-15,CS,263311105.0,2397933.7712000003,1661555.53,1519558.2765,-0.080092,0.002488,-0.077803,-0.007444,0.02,-0.014706,,-0.4738017633403743,-0.512936350149953
205,205,VNDA,2019-08-16,CS,846268773.0,10977214.464,15569500.2732,12451289.8167,0.008632,-0.04345,-0.035193,0.055058,0.000652,-0.014342,45101000.0,-2.107395287250316,-1.1170536718462585
206,206,NBRV,2019-08-19,ADRC,125356290.0,17845401.1175,42554263.577,8940636.629999999,-0.071387,0.230714,0.142857,-0.180147,0.0,-0.080717,152387000.0,3.100625190378829,2.3755002131906715
207,207,SGEN,2019-08-19,CS,14516921565.0,80784092.56320001,41534658.4344,33583553.528,-0.007625,-0.000252,-0.007875,-0.009323,0.011446,0.005533,20636000.0,-0.6210136906525139,-1.4497752992687976
208,208,SRPT,2019-08-19,CS,10476224004.0,213436002.9372,1040099160.5747999,217364186.9305,-0.040896,-0.182113,-0.215561,0.037297,-0.003527,-0.002065,22993000.0,-3.654833432639357,-10.369566318540766
209,209,NKTR,2019-08-29,CS,3203911672.0,44614979.3076,29939450.190300003,76470169.0604,-0.016431,-0.009793,-0.026062,0.022106,-0.010814,-0.027043,22133000.0,-1.1100692427130752,-0.7097360613304478
210,210,CELG,2019-09-03,CS,,352729830.2076,226655093.599,269001224.5679,0.004147,0.003097,0.007257,-0.001956,0.004228,0.001335,,0.4277232706746298,0.6032562042558135
211,211,XERS,2019-09-10,CS,1214665026.0,17718299.8682,6808151.8904,3304377.34,-0.128021,0.01232,-0.117278,0.036511,-0.008806,0.023692,19710394.0,-2.276343950163149,-2.871351755389705
212,212,ARDX,2019-09-12,CS,708028602.0,35334860.166,16808574.1636,8201843.0568,0.029508,-0.105096,-0.078689,-0.05516,-0.015066,-0.036329,946803000.0,-0.5729987696119064,-1.1035719677904796
213,213,MRK,2019-09-20,CS,235725038635.0,2216474780.5017,783555048.8167,762527544.1310999,0.004956,-0.002936,0.002006,-0.006477,0.002252,-0.011236,181629000.0,0.07307868978551649,0.20785020560465947
214,214,GMAB,2019-09-26,ADRC,13466623683.0,3723608.2419,9203136.7008,15908933.874000002,-0.006274,-0.007285,-0.013514,-0.032779,0.030349,-0.0054,586952000.0,-0.7798099277388887,-1.9147721241739897
215,215,PFNX,2019-10-07,CS,,50711091.308,8544222.467200002,6909657.8368,0.012926,-0.037123,-0.024677,0.024096,0.010588,0.015134,152706000.0,-0.3895467445186221,-0.5782575111051272
216,216,FLXN,2019-10-14,CS,,13258939.145,6550587.466999999,4677043.1292,0.040286,-0.002533,0.037651,0.026851,-0.000707,-0.007072,,1.0813346239342778,1.3798847348763321
217,217,CLSD,2019-10-19,CS,49403877.0,627224.4026,213059.6143,3416161.2357,0.049615,-0.022841,0.025641,-0.007,0.082578,0.093023,2198035000.0,0.5213909539139634,0.493279994438413
218,218,FOMX,2019-10-20,CS,,18598617.7069,10003848.4008,4707416.5599,-0.057971,0.0,-0.057971,-0.098462,0.013652,-0.040404,-18692000.0,-1.2630705558529343,-1.7186185628901385
219,219,ETON,2019-10-21,CS,143454000.0,1110629.6737,14753091.105899999,3116485.017,-0.0672,0.166381,0.088,-0.054412,-0.006221,-0.028169,171987000.0,1.8624763741810908,2.439342566877207
220,220,RDHL,2019-11-02,ADRC,362619092.0,40894456.4056,4112104.3989,5117832.3069,-0.128114,0.021769,-0.109134,-0.047936,-0.020979,0.0,21340000000.0,-3.57460364189701,-1.751279849521179
221,221,LPCN,2019-11-09,CS,241033474.0,5100007.5459,909658.108,795486.665,0.269841,0.0,0.269841,-0.011875,-0.013283,-0.122564,4264340000.0,1.5097569995921667,1.3853796003460974
222,222,OCUL,2019-11-10,CS,254345707.0,2815238.7711,3456943.4054,1225093.6236,-0.112121,-0.040956,-0.148485,-0.085409,0.015564,0.061303,1226829000.0,-2.1379432657710633,-4.008666289117257
223,223,AQST,2019-11-30,CS,312877778.0,32169438.2009,8801921.019,7895571.465600001,0.022222,-0.016018,0.005848,0.017442,0.008,-0.004535,21340000000.0,-0.7093940336789981,-0.3994811822762784
224,224,XLRN,2019-12-04,CS,,29000442.528,22564959.66,43867528.1328,-0.00367,0.004092,0.000408,-0.007948,0.012736,0.011765,-27926000.0,-0.5627670289230451,-0.7602255061556509
225,225,AVDL,2019-12-15,ADRC,422064633.0,10764401.5344,13797232.134,3944783.7569999998,0.0,0.0,0.0,-0.016296,0.0,-0.048193,310213000.0,-0.1999835458340105,-0.21149278572460184
226,226,CORV,2019-12-24,CS,,3640736.5254,6041145.048,2364859.7628,0.210862,0.144165,0.385425,0.04,-0.019231,-0.078431,678694000.0,3.5293227154949833,5.533869056285274
227,227,ITCI,2019-12-27,CS,2869543086.0,137279705.79680002,64705345.6482,51430167.0808,-0.028544,0.018027,-0.011031,-0.06135,-0.013369,0.033123,487274000.0,-0.314494584001263,-0.4595804550446289
228,228,NBRV,2020-01-08,ADRC,69765276.0,2350857.71,2950404.6816000002,954466.236,-0.008065,0.073171,0.064516,-0.022727,0.007752,-0.030769,310213000.0,2.4601150329479364,2.3066991639784833
229,229,EPZM,2020-01-23,CS,2776074987.0,57321091.5598,91673773.9426,30563387.092,0.02572,-0.076722,-0.052975,-0.092015,-0.092857,0.051181,3858230000.0,-0.7474224787782068,-1.7586753795188914
230,230,MRK,2020-01-24,CS,217180659617.0,1246735458.2004,904072021.8046,793206241.3632,-0.0299,-0.010235,-0.039829,0.011751,0.003949,-0.002198,1262000000.0,-2.940766382698134,-4.106941933079501
231,231,ALNY,2020-02-04,CS,14347357192.0,87506624.03040001,98538635.9558,131437271.2064,0.02864,0.008586,0.037472,0.004959,-0.048524,0.054197,13866000.0,1.3643801768790995,2.174371749004346
232,232,BPMC,2020-02-14,CS,3940971517.0,37760157.12989999,35857201.6308,26732092.156,0.055302,-0.004927,0.050102,-0.008102,0.009076,-0.011842,21340000000.0,1.5361135981773244,1.6351633061025166
234,234,MRK,2020-02-18,CS,208289336962.0,807750166.6248,934778542.1133001,872973393.2262,-0.005068,0.007519,0.002413,-0.013,0.002683,0.003284,22133000.0,0.8179983990918617,0.29356717052696824
235,235,BXRX,2020-02-20,CS,676544413.0,10723669.0072,75853094.4738,12912863.2622,-0.040887,0.231404,0.181055,-0.070051,-0.050218,0.028736,10202100000.0,2.9057375155387293,3.6565114651679096
236,236,ESPR,2020-02-21,CS,3848578290.0,204648825.78980002,126117883.68699999,61113610.6952,-0.100495,0.012468,-0.089281,0.005277,0.011136,-0.057426,128849000.0,-1.7966497894888622,-1.7564943468206085
237,237,BHVN,2020-02-25,CS,2868955231.0,34587444.7494,34815050.695,50247957.144,-0.024064,-0.002283,-0.026292,0.021281,-0.021734,-0.065048,16917000.0,-1.7227466040632569,-0.9312770844252698
238,238,GBT,2020-02-26,CS,4203120313.0,54960561.113800004,92321410.189,78389502.8262,0.004157,-0.049371,-0.04542,-0.013629,-0.042106,0.09184,586952000.0,-0.7528567568618458,-1.2777142913449588
239,239,ESPR,2020-02-26,CS,3555074344.0,66873918.628,93954247.146,66307050.8016,-0.05264,-0.071166,-0.12006,-0.013021,-0.069216,0.037182,1262000000.0,-1.9983699131871735,-1.738405067348911
240,240,BGNE,2020-02-27,ADRC,15874157789.0,52604928.068,69076777.49,85333107.1868,-0.00328,-0.018646,-0.021865,0.041091,0.010041,0.02576,6980700000.0,-0.8245477515654531,-0.7817352810653618
241,241,BMY,2020-03-10,CS,128584031084.0,1438199048.136,1133122082.964,1241038558.416,-0.015131,-0.019852,-0.034682,-0.004755,-0.073969,0.008026,255914000.0,-0.9976539333680314,-0.7746804070616032
242,242,NLNK,2020-03-14,CS,,531540.632,258038.3256,521080.08650000003,0.034,-0.000645,0.033333,0.096774,-0.029412,-0.10101,,0.5192146581941577,0.6830381997745367
243,243,MRK,2020-03-14,CS,193866197088.0,1427966896.464,1767561158.272,1284472808.2005,-0.012011,0.024743,0.012435,0.039498,-0.040682,0.002519,2925100000.0,0.3386426528127151,0.49865267746269026
244,244,SGEN,2020-03-15,CS,18782947262.0,177874417.2852,165411261.2184,125943892.402,0.004406,0.023185,0.027693,0.028172,-0.038221,-0.010632,6980700000.0,0.5686564816527792,0.825921364885614
245,245,ETON,2020-03-17,CS,78616729.0,536885.6943999999,454750.3172,384410.15880000003,-0.028875,-0.061033,-0.088146,-0.044267,-0.012974,0.113074,,-0.27431503999855983,-0.6318552579992409
246,246,VRTX,2020-03-19,CS,54839600507.0,671390794.7289,584702729.6853,575616524.4224,0.00251,0.009319,0.011852,-0.053744,0.021845,-0.039382,,0.37210245203162434,0.3888456865471068
247,247,HRTX,2020-03-26,CS,1222205457.0,29504999.2878,10134367.29,9177119.4095,0.050833,-0.025021,0.02454,-0.033362,0.006195,0.028144,1226829000.0,0.3772930140184719,0.3210958140451559
248,248,RMTI,2020-03-28,CS,205786374.0,3711098.4450000003,2579864.9344,2598836.3424,-0.103139,-0.06,-0.156951,0.090426,-0.04878,-0.092308,1262000000.0,-1.6736651860112326,-1.82967006110193
249,249,XLRN,2020-04-04,CS,,48326465.4792,43310807.883,87531001.35779999,0.050723,0.015136,0.066627,-0.034339,0.017663,-0.011379,-1274965000.0,1.2602270900865793,1.0646833885060303
250,250,BMY,2020-04-04,CS,123256883240.0,1313527880.3544998,1117162342.3112,890621816.7581,0.014018,0.011405,0.025583,-0.027849,0.002636,0.021034,181629000.0,0.4426975672933592,0.3968113560943565
251,251,UTHR,2020-04-08,CS,4350075631.0,41036555.2582,43798774.4853,47143485.162599996,0.011625,0.005384,0.017072,-0.012769,-0.003234,0.02815,28824500000.0,0.4918976309557739,0.2898174248145372
252,252,URGN,2020-04-18,CS,532931125.0,11357375.585,6772544.7624,4447202.459,-0.016463,-0.027039,-0.043056,0.00397,0.031634,-0.004685,,-0.8077055079959813,-0.9538895343337682
253,253,SNY,2020-04-25,ADRC,125152488672.0,101475569.7608,190022891.45700002,106565241.508,-0.007644,-0.014616,-0.022148,-0.000401,-0.013435,-0.004065,21861000.0,-1.6723374729822198,-1.8083505979495547
254,254,NBIX,2020-04-26,CS,9314011918.0,87335517.32779999,48206666.547,48269213.199999996,0.003355,0.008065,0.011448,-0.037662,0.017844,0.00518,2873106000.0,0.27615776645120144,0.21779202993480096
255,255,UTHR,2020-04-27,CS,5025172781.0,53118976.9752,69866949.537,81908942.4794,-0.002949,0.010844,0.007863,-0.027041,-0.017314,0.001205,69168000.0,-0.09663838061494132,-0.4508914267997224
256,256,CORV,2020-04-27,CS,,1071015.5844,990709.5406,1967490.8132999998,-0.003858,0.002179,-0.001687,-0.010379,-0.019512,-0.016915,21340000000.0,-0.7730027259738406,-0.6310085783971234
257,257,SNY,2020-04-30,ADRC,117570532487.0,63477160.812,60781919.425000004,123036406.05579999,-0.01369,-0.007474,-0.021061,0.00796,0.029242,0.003111,310126000.0,-0.9304197831541402,-1.0489103636786041
258,258,BPMC,2020-05-14,CS,3782108825.0,35326130.5845,44390197.195,42861353.145,0.025363,-0.009956,0.015154,-0.000943,0.008965,-0.013094,21340000000.0,0.11323194398877058,0.24099933475285
259,259,BMY,2020-05-15,CS,142257043884.0,2298243036.0385,991467059.5799999,703314876.2135,-0.001713,0.012951,0.011215,-0.020333,-0.002673,-0.011351,171987000.0,0.5170659035624016,0.32053372309041056
260,260,CLVS,2020-05-15,CS,1259497449.0,196436001.755,166000570.73599997,192368962.4268,0.025397,0.047028,0.073619,-0.116867,-0.040179,-0.125581,-18692000.0,1.321835352029362,1.129273956368935
261,261,AQST,2020-05-21,CS,247008772.0,17853941.0502,23005160.752,12009532.979600001,-0.009662,0.061789,0.05153,-0.119449,0.0,-0.102609,28824500000.0,0.5096574232557687,0.17697621706750508
264,264,REGN,2020-05-26,CS,58633528843.0,2037750267.2375998,3174671398.7742004,4514169059.9736,-0.006071,-0.01194,-0.017939,0.009857,0.006415,0.056091,128849000.0,-0.5954056499142297,-0.5658039884065595
265,265,SNY,2020-05-26,ADRC,118675188355.0,96632771.7146,55548419.15,85925680.702,-0.011501,-0.001481,-0.012965,0.006144,0.01095,0.013955,594169000.0,-1.4257318910103198,-0.6777982421018772
266,266,KALA,2020-05-26,CS,831198489.0,14027080.2336,19303470.0656,9833664.624,-0.053691,-0.004728,-0.058166,-0.024545,0.011364,-0.016854,21340000000.0,-2.3350784030031018,-2.559957370484634
267,267,INCY,2020-05-30,CS,22510962880.0,136839364.379,191569004.6216,160665288.35279998,0.000492,-0.006192,-0.005703,-0.002176,-0.000892,-0.019641,99578172.0,-0.6495347278241577,-0.6186981856089426
268,268,MNLO,2020-06-02,CS,,18430515.299200002,13852747.758,11159592.939000001,-0.082305,0.017937,-0.065844,-0.061674,-0.018779,0.057416,174601000.0,-1.3932549996947758,-1.5973309916663478
269,269,MRK,2020-06-04,CS,205990727980.0,736463924.4578,831233686.8122001,807590023.0398,0.003445,0.006867,0.010336,0.001827,-0.013494,0.021565,55317000.0,0.2587319329959947,0.39277369457790634
270,270,VIE,2020-06-11,CS,,15171946.670400001,26628900.600899998,24574000.4355,-0.003872,0.059475,0.055373,-0.140892,-0.00662,0.043852,53025000.0,1.0209919889716916,1.1099675507099094
271,271,MRK,2020-06-16,CS,194421904753.0,1575580641.4872,1028868145.767,570542992.1304,0.021093,0.005067,0.026267,-0.013831,-0.008651,0.007801,3671402000.0,1.3518443256414785,1.4471485635998496
272,272,EPZM,2020-06-18,CS,2125692150.0,125256505.45500001,152467543.62849998,36517531.7528,0.038579,-0.032747,0.004569,-0.048004,-0.018047,-0.016216,756307000.0,-0.10948922341078982,-0.16012262073779782
273,273,NBRV,2020-06-19,ADRC,46850502.0,23000232.680999998,15020785.843,5309907.7,-0.046189,-0.179177,-0.21709,0.165339,-0.050753,-0.02,1464270000.0,-2.881185591920291,-2.390176084518135
274,274,REGN,2020-06-20,CS,69249100150.0,774399160.1565,524833253.442,897577153.6589999,-0.008847,0.004535,-0.004353,-0.004071,0.001972,-0.039619,1262000000.0,-0.27791154186558165,-0.46595478076036506
275,275,KPTI,2020-06-23,CS,1488285710.0,73054510.8032,53201174.4704,40600156.7853,0.026576,-0.010152,0.016154,-0.048205,-0.011853,0.068157,8751000.0,0.2666407307504487,0.283758203162074
276,276,CHMA,2020-06-26,CS,,49251418.5807,12160470.2037,8541468.1584,-0.12518,-0.027961,-0.14964,-0.049069,0.003559,-0.046099,2435000000.0,-3.3144112018786074,-4.088330384621136
