,Unnamed: 0,ticker,date,type,market_cap,d1dv,d2dv,d3dv,d1_i,d1_ah,d1_all,d2_i,d2_ah,d3_i,working_capital,1d_all_z,d1_all_z
277,277,HRTX,2020-06-26,CS,2020359647.0,80666101.04220001,179382406.0092,66604532.213999994,-0.078996,-0.343088,-0.394981,0.094854,0.003157,0.028671,39813000.0,-3.861996275555776,-8.651548027380914
278,278,ICPT,2020-06-26,CS,2289595015.0,53022585.781,486437472.0768,168595637.9625,-0.024915,-0.390244,-0.405436,-0.01164,0.006424,0.019362,534361000.0,-2.8535884932527225,-11.924840486203518
279,279,MRK,2020-06-29,CS,192274852408.0,533219315.664,750078018.5664,755221789.5717001,0.002899,0.008276,0.011199,0.007557,0.001293,0.008911,3671402000.0,0.7358596008299234,0.6510622312228893
280,280,BSTC,2020-07-06,CS,,2582831.2736,5998089.1628,2881815.5376000004,-0.026102,0.043171,0.015942,0.026308,0.006146,-0.016091,1262000000.0,0.22740823788849251,0.4275959747802703
281,281,EGRX,2020-07-08,CS,598558291.0,6664221.25,7171114.6748,6616695.6844,-0.010461,0.000431,-0.010034,0.018331,-0.001694,0.02779,3099821000.0,-0.491716260681957,-0.37157810017942383
282,282,VRCA,2020-07-13,CS,242167666.0,2760997.8788,2276845.9041,2370587.8784,-0.108409,-0.106818,-0.203647,0.077608,-0.014168,-0.051497,53025000.0,-1.9719421699180057,-1.9947788527406825
283,283,TCDA,2020-07-14,CS,1430214657.0,4466015.9514999995,8904909.4651,102955947.10659999,0.00348,0.009249,0.012761,0.000382,-0.325191,-0.115385,1338228000.0,1.3622630492484356,0.4207364415060716
284,284,JAZZ,2020-07-21,CS,6486276940.0,59102509.532500006,88691729.8218,82351528.0329,-0.023325,0.014026,-0.009626,0.030467,0.023762,0.001152,19710394.0,-0.5966639836506061,-0.5509350475030529
285,285,ANIP,2020-07-23,CS,469086877.0,2017957.51,3339136.9926,2474687.4432,-0.017458,-0.006041,-0.023394,-0.052199,0.004904,0.06494,,-0.7229470692577443,-0.5679208292806435
286,286,RARE,2020-07-31,CS,5327559506.0,44128899.568399996,35736294.6425,29931968.4266,-0.050996,0.005118,-0.046139,0.063391,-0.001317,0.00887,2873106000.0,-1.0288930892878905,-0.9574124964758951
287,287,BMY,2020-08-06,CS,136130823863.0,1182302012.1633,616415259.7409999,611353874.9572,-0.010806,0.00375,-0.007097,-0.008772,-0.000983,0.014108,410156000.0,-1.0692564504011397,-0.5458077472450492
288,288,TRVN,2020-08-07,CS,391553346.0,109345106.978,359237347.704,68451725.36299999,-0.134545,0.5,0.298182,-0.123249,-0.076677,-0.051903,1262000000.0,1.8534513446428726,2.499921580753009
289,289,GILD,2020-08-10,CS,85937815092.0,703556505.296,699692459.863,627540040.2390001,-0.009184,-0.000876,-0.010051,-0.005113,0.008664,0.002184,1676400000.0,-0.12234277947566571,-0.17988480763716347
290,290,FENC,2020-08-10,CS,264489695.0,26211738.4224,23732700.582399998,8512742.304,0.075053,-0.360865,-0.312896,0.024615,0.009009,-0.081845,181629000.0,-2.3586514384809996,-8.53373957434391
291,291,DCPH,2020-08-13,CS,2763219548.0,8468261.186999999,11252250.423500001,10607232.1218,0.004464,0.002328,0.006803,-0.04413,-0.001104,0.024768,22133000.0,0.2942112402148328,0.16442581613463952
292,292,JAZZ,2020-08-16,CS,7638218087.0,37432645.8165,44846966.8933,49942981.8936,-0.00361,0.001127,-0.002487,-0.01311,-0.002852,0.015611,3827000.0,-0.34943294493712346,-0.5424745905391894
293,293,BMY,2020-08-17,CS,141213810764.0,388895640.69600004,368596642.055,395009914.9716,0.003312,-0.002043,0.001262,-0.007245,0.000635,0.000317,15433000.0,-0.3836627576320014,-0.3569803079184882
294,294,SGEN,2020-08-20,CS,28982643507.0,77371014.43159999,87259792.268,98029546.083,0.008719,0.0,0.008719,-0.006309,0.005524,-0.022163,102913000.0,0.48184338123212156,0.7170480600752227
295,295,TCDA,2020-08-22,CS,729712603.0,59316321.2808,20221706.76,12776808.0451,-0.035305,-0.05638,-0.089695,0.116876,-0.014547,-0.011429,28824500000.0,-0.8173597290121738,-0.7362626093808063
296,296,PTCT,2020-08-24,CS,3396327116.0,22428254.4372,52241018.4572,19027168.9938,-0.00928,0.017069,0.00763,0.023537,0.0,-0.042591,21861000.0,0.1337329669483785,0.4567046338349014
297,297,LPCN,2020-08-28,CS,145679572.0,19584888.1461,14811892.395299999,4637241.462,-0.006024,-0.172303,-0.177289,0.083693,-0.027027,-0.027778,21340000000.0,-1.3201583085260105,-2.029160409588861
298,298,MOR,2020-08-30,ADRC,4199346075.0,1338568.416,2149730.1637999997,996655.7894,0.003203,0.001916,0.005125,-0.019758,-0.000975,0.011064,518204000.0,0.5793935226444772,0.4048772435528361
299,299,INCY,2020-08-30,CS,20741629030.0,84288795.29100001,104431996.9701,76711646.2686,0.027295,-0.007577,0.019512,-0.027714,0.001291,0.025244,1755589000.0,1.4092376966461484,2.190398382574524
300,300,XNCR,2020-08-30,CS,2046269749.0,12620008.5858,19115716.230400003,9519850.0204,0.017938,-0.004755,0.013098,-0.02923,0.008396,0.010623,7693000000.0,0.6116507426635158,0.5318005115062373
301,301,BMY,2020-09-03,CS,133289678346.0,1001580444.0241001,989800860.1935999,698363620.2653,-0.025479,0.002165,-0.023369,-0.003822,-0.001334,-0.022382,-1870361.0,-1.7776445308593827,-2.255236010392034
302,302,MNK,2020-09-12,CS,,10089807.2528,1901490.5652,2706873.1395,0.028037,0.027273,0.056075,0.0,-0.026549,0.027273,1262000000.0,1.9580015674268882,1.548314590977127
303,303,AQST,2020-09-27,CS,305648253.0,26621358.356,12807392.959099999,17654730.214500003,-0.011928,0.018109,0.005964,-0.128458,0.029478,0.069383,111165000.0,0.47506383517321066,0.420061436253046
304,304,ETON,2020-09-29,CS,192420288.0,7774444.0137,16084739.484000001,7154956.2816,-0.005089,0.071611,0.066158,-0.057279,-0.006329,-0.078981,238810000.0,1.2318551894412175,1.353221581547017
306,306,ATXI,2020-10-10,CS,230764681.0,32778660.492,10581065.515,3427382.7784,-0.127168,-0.071744,-0.189788,-0.079667,0.007752,0.020513,21340000000.0,-0.6233601926091669,-0.8265611601981481
307,307,ZSAN,2020-10-20,CS,72736061.0,2183657.3032,8879921.9925,1927340.9094,-0.054462,-0.267003,-0.306923,-0.014206,-0.00698,-0.036281,168278000.0,-3.0701495268174863,-5.383012157477341
308,308,SPPI,2020-10-24,CS,557451559.0,13966224.0716,8417874.0925,6556783.038000001,0.021021,-0.005882,0.015015,0.008876,-0.035191,0.027356,693854000.0,0.8936558714739944,0.7414854609865075
309,309,REGN,2020-10-25,CS,62354517266.0,311354490.76589996,307055033.181,338053374.7227,0.019281,-0.001298,0.017958,-0.004205,-0.010008,-0.016733,470001000.0,1.3461456283604194,1.266435027920736
310,310,KALA,2020-10-30,CS,432301815.0,10751093.0572,13202861.6304,9084723.8157,-0.059829,0.016667,-0.04416,0.059613,0.001406,0.025281,4264340000.0,-0.4437595241990676,-0.7486085193955235
311,311,MRK,2020-10-30,CS,189976243426.0,802018769.0112001,606182259.3668,576204873.63,-0.002255,0.016487,0.014195,0.003401,0.009907,-0.0071,1344340000.0,1.2684356480598673,1.6779166473203062
312,312,SUPN,2020-11-08,CS,1254002509.0,24451110.9556,42709111.896000005,13373505.176,0.0,-0.158317,-0.158317,0.003571,0.010202,0.001879,7693000000.0,-1.756807459408426,-2.8956945879904143
313,313,ALKS,2020-11-15,CS,2878355532.0,24388885.6659,31680272.1389,24843149.603800002,0.00791,0.008408,0.016384,0.016954,0.025417,-0.03838,,0.13478887353941438,0.23986421999756435
314,314,AMGN,2020-11-15,CS,133696794498.0,490602213.6004,452287813.8456,565578936.405,-0.003201,-0.006972,-0.010151,-0.010936,0.006927,-0.026875,14128000.0,-0.8057650946011137,-0.8956498654970521
315,315,ADMP,2020-11-15,CS,101927452.0,12117707.190000001,2563236.104,1379730.09,-0.042361,-0.030318,-0.071395,0.044336,0.0,-0.011779,90253000.0,-0.18738382844545654,-0.2262144541582997
316,316,BMY,2020-11-16,CS,143167098307.0,472802261.36,563307672.8272,795129638.58,0.005926,-0.000465,0.005459,-0.002327,0.005442,-0.041132,10202100000.0,0.009797978718631308,-0.11432366868249005
317,317,LQDA,2020-11-24,CS,161131784.0,4674948.7967,8126172.415,2238130.6974,0.009772,-0.090323,-0.081433,0.042553,0.047619,-0.016234,16996000.0,-0.7252597641607457,-0.9171251846746029
318,318,RVNC,2020-11-25,CS,1759691822.0,13640290.042200001,6097121.4612,16808720.310000002,0.039,0.000408,0.039423,0.011011,-0.005244,-0.021087,21340000000.0,1.6353401469966296,1.7079129441864187
319,319,RYTM,2020-11-27,CS,1471353492.0,47695346.2,32776380.0189,29954457.0192,0.075312,0.011206,0.087362,0.045679,0.007431,0.045863,630221000.0,0.7547220601710957,1.292182041868037
320,320,MRK,2020-11-28,CS,221054504291.0,1120883435.6055,803124883.3827001,574728610.3585,0.004875,0.006966,0.011875,0.007412,0.004782,-0.001342,7693000000.0,1.11334029097857,1.998945254641987
321,321,YMAB,2020-11-30,CS,2220166006.0,15628875.8967,9362247.055,9689001.4816,0.04757,-0.017102,0.029654,0.0432,-0.002492,-0.02191,64524000.0,0.3026451087046953,0.5785383129443733
322,322,VNDA,2020-12-01,CS,687488918.0,7437388.322000001,14701269.847000001,9634871.534,-0.006441,0.034036,0.027375,0.05721,0.026686,-0.055596,1262000000.0,0.6827725249881066,0.9309014693133908
323,323,BCRX,2020-12-03,CS,923972238.0,52728845.1152,239321859.2424,205652519.7272,-0.000973,0.139241,0.138132,0.042735,0.118033,0.058651,2079334000.0,1.5780315388787591,2.389709768387814
324,324,ALNY,2020-12-03,CS,15688086387.0,39320434.028000005,41474786.736999996,39765132.9042,0.009,-0.004193,0.004769,-0.008115,0.001389,-0.022584,1226829000.0,0.0044906464580041616,0.24589130501515
325,325,ZLAB,2020-12-18,ADRC,12075195060.0,53322861.7632,35195433.063,21522454.079099998,0.009429,-0.01517,-0.005883,0.043535,-0.002486,0.016355,103870219.0,-0.8643694188552794,-0.6162720210957652
326,326,AMGN,2020-12-19,CS,128700625947.0,521449530.3047,791030351.1672,392698955.7816,0.007223,-0.006995,0.000177,-0.020955,0.002217,0.006592,16996000.0,0.3105462876251214,0.13028061543555225
327,327,NVS,2020-12-23,ADRC,197714148449.0,86725357.15609999,49351999.231199995,224516907.0501,-0.003832,0.001697,-0.002142,0.000226,0.025296,0.004516,,0.09148698668756634,0.08041333226683842
328,328,UROV,2020-12-26,CS,,9217283.9121,7244142.2105,6170328.789999999,-0.004348,0.001248,-0.003106,0.001246,0.001867,-0.003106,30442000.0,-1.9887764310099052,-1.894904144918411
329,329,SCPH,2020-12-30,CS,148540115.0,1177060.318,1012446.0812,506623.57800000004,-0.016304,-0.001842,-0.018116,-0.023985,0.011342,0.056075,2435000000.0,-0.325040928337005,-0.4584618514363391
330,330,VRTX,2020-12-30,CS,59159340933.0,191317028.8693,272325552.96000004,486590737.36700004,-0.009872,-0.001418,-0.011277,0.017172,0.006643,-0.035644,,-1.3253262259709202,-1.054958803205034
331,331,ATNX,2020-12-30,CS,1271380423.0,4324197.8934,7890303.2908,6075515.3627,0.046805,-0.006879,0.039604,-0.042424,0.005425,0.017986,,1.607147706859279,1.605661700951424
332,332,MRK,2021-01-20,CS,228251370196.0,892681236.7044001,716448070.0239999,747648972.3696,-0.009489,-0.007883,-0.017297,-0.007701,-0.003572,0.001113,263168000.0,-1.0171779749062069,-1.2287037475644063
333,333,AUPH,2021-01-22,CS,1926901326.0,121896325.11060001,688263474.9989,218713641.241,-0.023653,0.379542,0.346912,-0.086341,-0.030966,-0.029201,111727000.0,3.4336817326355753,9.743103880440968
334,334,AMGN,2021-01-28,CS,139549127220.0,1323944996.9469,919061432.582,525013249.1266,-0.018734,-0.011382,-0.029903,-0.01429,0.011888,-0.015841,199641000.0,-1.7624664435879243,-3.1128846567496056
335,335,ADMS,2021-02-01,CS,,51934842.310499996,15640687.440000001,9536168.8695,0.018755,0.010265,0.029212,-0.167602,-0.015762,-0.035587,994340000.0,0.021877603680483835,-0.17362294173528753
339,339,BMY,2021-02-20,CS,134510483061.0,610193422.2873,846593417.5309,1032860167.5295,0.009434,0.003443,0.01291,-0.007843,0.002964,0.02775,21340000000.0,1.342452676015289,1.3227139882794499
340,340,EXEL,2021-02-20,CS,7027185365.0,32029146.1164,36292878.6153,32683204.2042,0.001365,-0.016811,-0.015469,0.026571,0.006527,0.013417,126277000.0,-0.36405331324238577,-0.4799809925562439
341,341,BPMC,2021-02-28,CS,5779071699.0,30585859.8495,32137020.702,39238111.0598,0.007344,-0.016778,-0.009557,0.003454,-0.003442,-0.055155,695931000.0,-0.4800659284361889,-0.2050061417458181
342,342,CRMD,2021-02-28,CS,571296555.0,96798024.3552,34104817.989,17656351.7631,0.093333,-0.012195,0.08,-0.144781,0.021601,-0.121342,3827000.0,0.8673942313617988,0.6689058548802618
343,343,ATNX,2021-02-28,CS,1322760371.0,273522594.6738,67316676.1316,54433569.2796,0.001835,0.02381,0.025688,-0.037567,-0.003717,-0.101679,21340000000.0,0.5056043859872722,0.5219435458012754
344,344,SNY,2021-02-28,ADRC,115210585861.0,86522774.0664,68329053.8065,50757779.688,-0.003257,0.003485,0.000217,-0.002822,-0.009142,-0.001318,,0.4537498336331655,0.36173438634975813
345,345,KMPH,2021-03-02,CS,333062187.0,83185894.4535,918036359.496,105308270.9388,-0.08,0.672322,0.538537,-0.145847,-0.158872,-0.150044,38619000.0,3.34262983129531,5.516020136288005
346,346,GILD,2021-03-05,CS,81058263191.0,625935389.394,695077889.6093999,584379179.2326,0.018921,-0.001702,0.017187,0.00372,0.011686,-0.017963,128849000.0,1.182414720879971,1.8272139303452768
347,347,LMNL,2021-03-05,CS,130381856.0,1724200.224,821606.5044000001,887622.186,0.037062,0.014262,0.051852,-0.039906,0.01956,0.019185,889810000.0,1.490811697599828,1.748064150596979
348,348,ORPH,2021-03-17,ADRC,443893460.0,187766.12519999998,115463.35100000001,39708.6486,-0.003922,-0.001575,-0.00549,-0.024345,-0.004147,0.0,,-0.15559895377408473,-0.15098359710164636
349,349,KPTI,2021-03-19,CS,911102825.0,35316088.4472,18529389.127,22634933.8995,-0.008623,-0.005804,-0.014377,-0.015847,-0.012712,-0.054936,1262000000.0,-0.7106787800635775,-0.8854273718883829
350,350,FGEN,2021-03-20,CS,3163263255.0,24586067.584,25502185.415999997,25980225.220399998,0.005912,-0.000588,0.005321,-0.045869,0.004622,-0.042331,590971000.0,0.2930393241495845,0.603269018095429
351,351,KNSA,2021-03-21,CS,1387413080.0,20705736.7126,13926635.2712,15776290.4796,-0.042701,-0.009336,-0.051639,-0.050785,-0.005516,-0.061009,1262000000.0,-0.8601941030420078,-0.7255553537400695
352,352,PCRX,2021-03-22,CS,3130141242.0,17640158.110799998,29396464.2279,33825201.099,-0.015826,-0.011385,-0.027031,0.007629,0.000143,-0.034424,22133000.0,-2.035943878573257,-1.549202074871568
353,353,ZEAL,2021-03-27,ADRC,1391114348.0,176616.6346,353400.8616,103797.0075,-0.004407,-0.014859,-0.019201,-0.009949,0.025932,0.009795,1945609000.0,-0.27875281925166223,-0.5399527124650256
354,354,BMY,2021-03-27,CS,141924097143.0,630977628.4120001,784511356.6262,810665816.436,0.003288,-0.001093,0.002192,-0.010781,-0.006476,0.003657,1755589000.0,-0.010837355125779194,-0.305741094167714
355,355,CYRX,2021-03-27,CS,2555765621.0,28853305.8056,17028900.8942,15784414.4312,-0.060267,-0.02446,-0.083253,0.044669,0.018354,0.030105,12915000.0,-1.7372467173491328,-1.4787729226546047
356,356,MRK,2021-03-29,CS,197781410188.0,866054675.3031,755380440.7698,1013503670.3479999,0.012675,-0.003831,0.008795,-0.013333,0.001819,-0.00013,-15763000000.0,0.7939397231029519,0.5483599802704109
357,357,AVEO,2021-03-31,CS,251617643.0,8757669.5103,6799068.642,6142897.112000001,0.04721,0.001366,0.048641,0.013643,0.008075,-0.00534,,1.254656643679268,1.4743608865425508
358,358,ACAD,2021-04-03,CS,4113745297.0,247452593.5722,164955893.0152,89744793.91880001,-0.003294,-0.020302,-0.023529,-0.005301,-0.012112,0.041197,1053200000.0,0.02568785746157404,-0.009778585645305257
359,359,ATXI,2021-04-12,CS,148617471.0,18800425.2,8562463.732199999,4003468.2047,0.040996,-0.212377,-0.180088,-0.032143,-0.031365,-0.091429,693854000.0,-1.8862705803196926,-4.822052110886152
360,360,MRK,2021-04-18,CS,195684876721.0,646665351.402,844038226.9078,910092037.414,-0.000515,0.000258,-0.000257,0.011457,0.004582,0.003801,10202100000.0,-0.6230552039268452,-0.0592580403992021
361,361,SLGL,2021-04-26,CS,317655994.0,2239904.3493999997,4674608.77,646232.6958,-0.04517,-0.101892,-0.14246,-0.027553,-0.041667,0.043478,,-2.234639490812682,-3.5228283972116303
362,362,PLX,2021-04-27,CS,58188203.0,18504627.6228,73014911.7445,14057316.585,-0.04894,-0.425386,-0.453507,0.173134,-0.043257,-0.058511,22133000.0,-3.763268193483278,-9.517867977389697
363,363,HRTX,2021-05-12,CS,1774695331.0,33012993.3453,209306135.85279998,116583826.6614,-0.045504,0.031017,-0.015899,-0.13454,0.019633,-0.125631,332527000.0,-0.09342226014547521,-0.5044230763439568
364,364,APLS,2021-05-14,CS,4309059370.0,53947607.0695,328578400.97279996,73015489.0218,-0.024895,0.10732,0.079753,0.082636,0.014476,-0.04678,630000.0,1.0147421003190014,3.072974235345731
365,365,SNY,2021-05-18,ADRC,134240793767.0,50746114.3566,53057956.2387,50275805.9947,-0.002611,-0.007481,-0.010073,-0.004145,0.013245,0.00915,113414000.0,-1.413401975272277,-1.4372706102748265
366,366,BMY,2021-05-20,CS,148716210645.0,888266616.9887999,660148521.2838,577792055.9111999,0.02572,0.003582,0.029394,-0.002826,0.003281,0.000297,21340000000.0,3.2094047033977637,5.3304469749582415
367,367,ADCT,2021-05-21,CS,1606552335.0,5499211.0475,4580510.815400001,4891043.0905,-0.002857,-0.017192,-0.02,0.015549,0.010048,-0.018948,487058000.0,-0.5742500727886132,-0.4149821311130484
368,368,BMY,2021-05-25,CS,148183495860.0,634018313.5572,570335965.4837999,813900781.515,-0.008613,-0.000599,-0.009207,-0.008843,0.002571,-0.008899,2873106000.0,-1.2851997716323247,-1.3550540087614558
369,369,ETON,2021-05-27,CS,208906425.0,5338908.2772,19368809.2416,9464544.6592,-0.001176,-0.150766,-0.151765,-0.020804,-0.05949,-0.064759,-17684000.0,-2.2343012973894916,-6.708050612237135
370,370,LNTH,2021-05-28,CS,1641496710.0,32438336.2982,22601563.6202,20270706.681,0.06453,0.004536,0.069359,0.009442,-0.000813,-0.00407,1344340000.0,0.8466663242685682,1.3813051808084202
373,373,ALKS,2021-06-01,CS,3743479246.0,61178889.0496,36378587.9626,30116256.752699997,0.013129,0.003024,0.016193,0.003445,0.002575,-0.012414,994340000.0,0.6326483929851563,1.0432981108762298
374,374,MYOV,2021-06-01,CS,2277674032.0,19002916.2294,18351885.1874,10765118.870199999,0.040051,0.005735,0.046016,0.000407,-0.000814,-0.020375,3671402000.0,1.4532434717242726,1.1919907114135557
375,375,PFE,2021-06-01,CS,216095364023.0,932822950.8903999,776170764.1044,685919197.0485001,-0.011299,0.003636,-0.007704,0.003882,-0.000773,0.005418,3099821000.0,-0.670533544648378,-0.6590039216494062
376,376,LMNL,2021-06-05,CS,124791091.0,193366962.5638,15442678.4925,4230437.921200001,-0.125212,-0.030948,-0.152284,-0.003992,-0.018096,-0.034635,152057000.0,-1.6384170583486535,-1.3568572750185253
377,377,BIIB,2021-06-07,CS,58147480045.0,7314834394.368,4730481139.2328,2513455473.7944,0.340294,-0.017052,0.31744,0.016114,-0.000936,0.030228,615246000.0,2.268152102792356,10.81949005887998
378,378,ALXN,2021-06-07,CS,,579530798.594,184481594.769,304752582.8336,-0.003392,0.004084,0.000678,-0.002203,0.001812,0.012717,44632000.0,0.3172864188901134,0.19537653050416823
379,379,VRTX,2021-06-08,CS,53680211669.0,401460130.6092,341169006.9282,541196606.84,0.002041,0.004121,0.00617,0.007358,0.001217,0.013797,495722000.0,0.5812934289027732,0.8869416128383519
380,380,ORPH,2021-06-17,ADRC,508904628.0,1525622652.4453,781392437.7258999,123115000.0341,-0.070243,-0.460165,-0.498084,-0.06743,0.024557,-0.131824,1262000000.0,-0.742292729496187,-1.69316368126113
381,381,ETON,2021-06-18,CS,147144926.0,4736558.2542,2785229.2016999996,3643455.1792,-0.032362,0.005017,-0.027508,-0.008319,0.001678,-0.043551,21340000000.0,-0.6057560897653276,-0.8749048560274787
382,382,VCEL,2021-06-29,CS,2704517396.0,127506550.37120001,92377518.198,28416573.3488,0.006271,-0.01004,-0.003832,-0.082007,0.000952,0.001522,21340000000.0,0.11065267594628064,-0.0845088706475594
383,383,PRVB,2021-07-02,CS,526010325.0,42701608.229200006,54836144.3856,17708229.400200002,-0.008363,-0.228916,-0.235364,-0.045312,0.009525,-0.02889,,-2.292487278439225,-6.049043905588407
384,384,CMRX,2021-07-07,CS,672315177.0,3658722.9876,4268062.4208,3131824.6631,-0.011494,-0.021964,-0.033206,0.009247,0.002618,0.01436,21340000000.0,-0.6737450376015096,-0.6774549670439259
385,385,MRK,2021-07-18,CS,215961337650.0,769436168.9584,901240095.5382,578273855.9733,-0.009767,0.001817,-0.007968,-0.013214,0.001969,0.000917,3858230000.0,-0.893171491957798,-1.3003389233431837
386,386,ALBO,2021-07-20,CS,661835505.0,60044217.0687,32081065.212,15847431.366400002,-0.034318,0.034372,-0.001125,-0.014362,0.014857,-0.106137,2873106000.0,-0.04221367667330157,-0.07069798940205037
387,387,INCY,2021-07-25,CS,17516626007.0,61122661.9476,153544792.2786,94195460.042,-0.018535,-0.004139,-0.022597,-0.008443,0.00262,0.019206,2873106000.0,-1.2590051534896634,-1.8269824607775549
388,388,ITRM,2021-07-25,CS,206536068.0,42510744.742,17553097.4382,5846326.3872,-0.092806,0.046788,-0.05036,0.122727,-0.036167,0.041445,55317000.0,-0.12006963962188756,0.016496888407878166
389,389,ZLAB,2021-07-25,ADRC,14461311450.0,161273398.71719998,363427986.7656,324736193.5293,-0.086944,-0.053088,-0.135417,-0.068273,0.077586,0.14104,,-1.6472428448556509,-2.4053436250994182
390,390,ARDX,2021-07-29,CS,192791227.0,38669680.281,150851012.704,40030606.3785,-0.017241,0.02924,0.011494,-0.011364,-0.015172,-0.019608,517221000.0,0.40359249158365496,0.4457331298874309
391,391,SLGL,2021-08-01,CS,259627133.0,174764.368,199696.85119999998,476149.554,-0.019625,0.0,-0.019625,-0.021838,-0.060465,0.00396,12915000.0,-0.39884707167493627,-0.19732973126793169
392,392,PCRX,2021-08-06,CS,2714095714.0,17535946.8775,17817109.5848,39477599.011300005,-0.011198,0.001231,-0.009981,-0.007622,0.005616,-0.07753,,-0.9528021899317786,-0.5096516233442965
393,393,JAZZ,2021-08-12,CS,8953053794.0,121434485.364,121154551.2606,92439033.45120001,0.000481,-0.001373,-0.000893,-0.022619,-0.006401,-0.007434,3099821000.0,0.4402735192044781,0.572671692715178
394,394,SGEN,2021-08-17,CS,29207556135.0,67462602.966,63442762.9192,85835603.89209999,0.029586,0.00169,0.031327,-0.007687,-0.00189,-0.002398,152706000.0,3.09181511225595,1.4449259630256854
395,395,SESN,2021-08-18,CS,261297374.0,120193162.5096,50392691.496,55564738.9596,-0.090278,-0.10687,-0.1875,-0.051282,-0.009009,-0.090909,382459000.0,-0.40224935553667296,-0.5545900393175214
396,396,AXSM,2021-08-22,CS,812633763.0,272211457.4332,62900022.1098,32800073.6032,-0.01627,0.012029,-0.004437,-0.0079,-0.00683,0.024676,131988000.0,-0.16445487819235066,0.1352381558897814
397,397,CARA,2021-08-23,CS,763389936.0,135894355.49830002,590850244.7736,77021627.2432,0.011919,0.210784,0.225216,-0.139387,-0.03629,-0.004881,3858230000.0,3.877701772041988,2.9552405140841387
398,398,KDMN,2021-08-30,CS,,16138704.5988,10288490.7216,14173235.3256,-0.032985,0.0,-0.032985,0.037879,0.00365,-0.012727,946803000.0,-1.6483684932701006,-0.9743237556229808
399,399,BMY,2021-09-03,CS,145630904185.0,509617212.655,581108831.6226,790760703.2271,-0.005457,-0.002591,-0.008034,-0.00382,-0.008897,0.004798,-17467277.0,-0.3314114224921807,-0.47554518451421246
400,400,MRK,2021-09-03,CS,195154428495.0,511807388.43520004,1084090823.8235,620245892.8021001,0.0,-0.008672,-0.008672,-0.007964,-0.000132,-0.008029,756307000.0,-0.7174852261722643,-0.9226910108265386
403,403,MRK,2021-09-09,CS,186465181355.0,1085155577.3099,814062146.2064,835639317.921,-0.018221,0.002167,-0.016093,-0.007164,0.004357,-0.007998,111165000.0,-1.2714956000205822,-1.733264682017364
404,404,BYSI,2021-09-09,CS,951939592.0,46727884.896,24132900.836799998,26005526.898000002,0.018852,-0.008224,0.010473,0.013267,-0.004501,-0.036991,87053000.0,0.38669068260988726,0.091138059773442
405,405,MRK,2021-09-15,CS,183913977980.0,925581639.1965,1067571297.612,3104473794.7527003,0.010198,0.002884,0.013111,-0.01438,-0.010838,0.006883,,1.7104667562124078,2.455232468421648
406,406,BGNE,2021-09-19,ADRC,41289812061.0,221656107.14499998,86402550.20609999,88622778.552,0.016582,0.003588,0.02023,-0.028555,0.000438,-0.001286,87053000.0,0.32282966220755255,0.07145982019834922
407,407,INCY,2021-09-21,CS,16800940405.0,90959753.89799999,411332304.17300004,168001475.8775,0.004092,-0.038654,-0.034719,-0.048277,-0.005173,0.007945,39813000.0,-0.917002757826326,-1.580256808487623
408,408,INCY,2021-09-22,CS,15371778106.0,411332304.17300004,168001475.8775,97372776.6997,-0.048277,-0.005173,-0.0532,0.007945,-0.00129,-0.009901,30006000.0,-1.5809641788829933,-2.1405811190987096
409,409,VRCA,2021-09-23,CS,325550396.0,2988205.4656999996,1537856.45,2431787.085,0.067593,-0.000845,0.066691,-0.026227,-0.003475,0.10898,,1.6214879468636814,0.7001091109251092
410,410,ASND,2021-09-25,ADRC,9327946572.0,19137194.8272,13258067.5876,15049127.0358,-0.006022,-0.004161,-0.010158,-0.018558,0.01077,-0.027442,21340000000.0,-0.5152919583467594,-0.6929288678530715
411,411,MIRM,2021-09-29,CS,572015081.0,37236196.9488,24522242.4443,8234426.8448,-0.023025,0.0391,0.015175,0.026804,-0.016064,-0.012755,2079334000.0,0.1430290238352314,0.23466304365772195
412,412,MYOV,2021-10-08,CS,1875512005.0,4896152.588599999,6687104.6385,5237590.2254,-0.016634,-0.010448,-0.026908,0.03268,0.014119,0.014882,2303413000.0,-0.5176308685302002,-0.5773956761206359
413,413,GMAB,2021-10-10,ADRC,28058191161.0,13192610.1948,7505303.5200000005,11241536.3753,-0.004502,0.008093,0.003555,-0.008264,0.025714,0.008821,-7801103.0,0.24171680267240464,0.42242104196833885
414,414,SGEN,2021-10-10,CS,29597038978.0,106680573.07440001,97606865.292,78084064.98,6.2e-05,0.002158,0.00222,0.013477,0.006558,0.012608,21340000000.0,-0.0003731094393672578,0.06589346330556099
415,415,AVDL,2021-10-15,ADRC,585614679.0,35701248.2405,27657934.8552,13513256.6109,-0.011869,-0.125475,-0.135856,-0.032793,0.030272,-0.028234,862000.0,-1.914361891107938,-5.431847639895038
416,416,OYST,2021-10-17,CS,355828509.0,119975653.61580001,19863755.3334,9693878.636,-0.07291,-0.039683,-0.109699,-0.061608,0.042434,-0.022273,,-2.252540621760495,-1.8792733677603437
417,417,OMER,2021-10-17,CS,483451731.0,30326055.435599998,53794872.4529,15429300.7608,-0.073529,0.026455,-0.04902,0.068729,-0.019293,0.04918,-386388000.0,-0.3985523334352144,-0.2847257588028814
